en_query	cs_query	en_parse	cs_parse	domain
Remove all set alarms	sarey set alarms remove kardo	[IN:DELETE_ALARM Remove [SL:AMOUNT all ] set alarms ]	[IN:DELETE_ALARM [SL:AMOUNT sarey ] set alarms remove kardo ]	alarm
set snooze alarm for 10 minutes	10 minutes ke liye snooze alarm ko set kare	[IN:SNOOZE_ALARM set snooze alarm [SL:DATE_TIME for 10 minutes ] ]	[IN:SNOOZE_ALARM [SL:DATE_TIME 10 minutes ke liye ] snooze alarm ko set kare ]	alarm
What ' s the anticipated time to get to the grocery store by car	car se grocery store jaane ke liye anticipated time kitna hai	[IN:GET_ESTIMATED_DURATION What ' s the anticipated time to get to [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION the grocery store ] ] ] by [SL:METHOD_TRAVEL car ] ]	[IN:GET_ESTIMATED_DURATION [SL:METHOD_TRAVEL car ] se [SL:DESTINATION [IN:GET_LOCATION [SL:CATEGORY_LOCATION grocery store ] ] ] jaane ke liye anticipated time kitna hai ]	navigation
set alarm to every 3 minutes	Har 3 minutes ke liye alarm set karen	[IN:CREATE_ALARM set alarm to [SL:PERIOD every 3 minutes ] ]	[IN:CREATE_ALARM [SL:PERIOD Har 3 minutes ] ke liye alarm set karen ]	alarm
what is the ocean temperature in south florida	south florida me saagar ka temperature kitna hai	[IN:GET_WEATHER what is the ocean temperature in [SL:LOCATION south florida ] ]	[IN:GET_WEATHER [SL:LOCATION south florida ] me saagar ka temperature kitna hai ]	weather
set an alarm for every 40 mins while im at the gym	Jab mai gym me hota hu tab har 40 minutes ke liye ek alarm set karden	[IN:UNSUPPORTED_ALARM set an alarm for every 40 mins while im at the gym ]	[IN:UNSUPPORTED_ALARM Jab mai gym me hota hu tab har 40 minutes ke liye ek alarm set karden ]	alarm
Traffic slowdown locations	dheemi traffic wale locations	[IN:GET_INFO_TRAFFIC Traffic slowdown locations ]	[IN:GET_INFO_TRAFFIC dheemi traffic wale locations ]	navigation
is it going to rain	kya baarish hone wali hai	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] ]	[IN:GET_WEATHER kya [SL:WEATHER_ATTRIBUTE baarish ] hone wali hai ]	weather
what was the temp this time last year	pichle saal ka temperature is time par kya tha	[IN:GET_WEATHER what was the temp this time [SL:DATE_TIME last year ] ]	[IN:GET_WEATHER [SL:DATE_TIME pichle saal ] ka temperature is time par kya tha ]	weather
Change the time for the August 10th reminder to 5 : 30 PM	August 10th ke reminder ka samay 530 PM me badal do	[IN:UPDATE_REMINDER_DATE_TIME Change the time [SL:DATE_TIME for the August 10th ] reminder [SL:DATE_TIME_NEW to 5 : 30 PM ] ]	[IN:UPDATE_REMINDER_DATE_TIME [SL:DATE_TIME August 10th ke ] reminder ka samay [SL:DATE_TIME_NEW 530 PM me ] badal do ]	reminder
Set the alarm for tonight at 9	Aaj raat 9 baje ke liye alarm set karen	[IN:CREATE_ALARM Set the alarm [SL:DATE_TIME for tonight at 9 ] ]	[IN:CREATE_ALARM [SL:DATE_TIME Aaj raat 9 baje ke liye ] alarm set karen ]	alarm
Pause song	Song ko pause karo	[IN:PAUSE_MUSIC Pause [SL:MUSIC_TYPE song ] ]	[IN:PAUSE_MUSIC [SL:MUSIC_TYPE Song ] ko pause karo ]	music
Alarm for Monday at 1 pm	Monday 1 pm ke liye alarm	[IN:CREATE_ALARM Alarm [SL:DATE_TIME for Monday at 1 pm ] ]	[IN:CREATE_ALARM [SL:DATE_TIME Monday 1 pm ke liye ] alarm ]	alarm
Stop the track	track band kardo	[IN:STOP_MUSIC Stop the [SL:MUSIC_TYPE track ] ]	[IN:STOP_MUSIC [SL:MUSIC_TYPE track ] band kardo ]	music
where is the concert being held tomorrow	Kal concert kahan hone wala hai	[IN:GET_EVENT where is [SL:CATEGORY_EVENT the concert ] being held [SL:DATE_TIME tomorrow ] ]	[IN:GET_EVENT [SL:DATE_TIME Kal ] [SL:CATEGORY_EVENT concert ] kahan hone wala hai ]	event
when will the timer end	timer kab end hoga	[IN:GET_TIMER when will the [SL:METHOD_TIMER timer ] end ]	[IN:GET_TIMER [SL:METHOD_TIMER timer ] kab end hoga ]	timer
what is the forecast for monday	monday ke liye kya forecast hai	[IN:GET_WEATHER what is the forecast [SL:DATE_TIME for monday ] ]	[IN:GET_WEATHER [SL:DATE_TIME monday ke liye ] kya forecast hai ]	weather
I need to search for a job . Can you remind me to do a job search tomorrow night ?	mujhe job dhunna chahiye . kya ap mujhe kal raat ko job dhunne ke liye yaad dila sakte hai ?	[IN:CREATE_REMINDER I need to search for a job . Can you remind [SL:PERSON_REMINDED me ] to [SL:TODO do a job search ] [SL:DATE_TIME tomorrow night ] ? ]	[IN:CREATE_REMINDER mujhe job dhunna chahiye . kya ap [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME kal raat ] ko [SL:TODO job dhunne ke liye ] yaad dila sakte hai ? ]	reminder
Get the time to Atibaia using Don Pedro road ?	Don Pedro road ka istemaal karke Atibaia ke liye samay nikaalen ?	[IN:GET_ESTIMATED_DURATION Get the time to [SL:DESTINATION Atibaia ] using [SL:PATH Don Pedro road ] ? ]	[IN:GET_ESTIMATED_DURATION [SL:PATH Don Pedro road ] ka istemaal karke [SL:DESTINATION Atibaia ] ke liye samay nikaalen ? ]	navigation
play music	music play kare	[IN:PLAY_MUSIC play [SL:MUSIC_TYPE music ] ]	[IN:PLAY_MUSIC [SL:MUSIC_TYPE music ] play kare ]	music
tomorrow i need something sports related to attend	kal mujhe attend karne ke liye sports ke related kuch chahiye	[IN:GET_EVENT [SL:DATE_TIME tomorrow ] i need something [SL:CATEGORY_EVENT sports related ] to attend ]	[IN:GET_EVENT [SL:DATE_TIME kal ] mujhe attend karne ke liye [SL:CATEGORY_EVENT sports ke related ] kuch chahiye ]	event
set a reminder for the dentist at 1 pm tomorrow	kal 1 pm ko dentist ke liye ek reminder set karen	[IN:CREATE_REMINDER set a reminder for [SL:TODO the dentist ] [SL:DATE_TIME at 1 pm tomorrow ] ]	[IN:CREATE_REMINDER [SL:DATE_TIME kal 1 pm ko ] [SL:TODO dentist ] ke liye ek reminder set karen ]	reminder
Will it be sunny this weekend ?	kya is weekend dhoop hogi ?	[IN:GET_WEATHER Will it be [SL:WEATHER_ATTRIBUTE sunny ] [SL:DATE_TIME this weekend ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME is weekend ] [SL:WEATHER_ATTRIBUTE dhoop ] hogi ? ]	weather
Message Sue I need her to come in to work at 3 : 00 today .	Sue ko message kare ki mai chahti hoon ki wah aj 3 00 bajhe work par aaye	[IN:SEND_MESSAGE Message [SL:RECIPIENT Sue ] [SL:CONTENT_EXACT I need her to come in to work at 3 : 00 today ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT Sue ] ko message kare ki [SL:CONTENT_EXACT mai chahti hoon ki wah aj 3 00 bajhe work par aaye ] ]	messaging
did I set a reminder to get the groceries this weekend ?	Is weekend ko kya maine groceries laane ke liye reminder set kiya tha ?	[IN:GET_REMINDER did [SL:PERSON_REMINDED I ] set a reminder to [SL:TODO get the groceries ] [SL:DATE_TIME this weekend ] ? ]	[IN:GET_REMINDER [SL:DATE_TIME Is weekend ] ko kya [SL:PERSON_REMINDED maine ] [SL:TODO groceries laane ] ke liye reminder set kiya tha ? ]	reminder
MESSAGE KIM AND TELL HER I SHOULD ARRIVE BY 5 P . M . TO HER HOME .	KIM KO MESSAGE KARO AUR BOLO KI I SHOULD ARRIVE BY 5 P . M . TO HER HOME .	[IN:SEND_MESSAGE MESSAGE [SL:RECIPIENT KIM ] AND TELL HER [SL:CONTENT_EXACT I SHOULD ARRIVE BY 5 P . M . TO HER HOME ] . ]	[IN:SEND_MESSAGE [SL:RECIPIENT KIM ] KO MESSAGE KARO AUR BOLO KI [SL:CONTENT_EXACT I SHOULD ARRIVE BY 5 P . M . TO HER HOME ] . ]	messaging
Add 10 more minutes to the timer	timer mein 10 minute aur add kare	[IN:ADD_TIME_TIMER Add [SL:DATE_TIME 10 more minutes ] to the [SL:METHOD_TIMER timer ] ]	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER timer ] mein [SL:DATE_TIME 10 minute aur ] add kare ]	timer
I would like a report on the traffic	Mujhe traffic par ek report chahiye	[IN:GET_INFO_TRAFFIC I would like a report on the traffic ]	[IN:GET_INFO_TRAFFIC Mujhe traffic par ek report chahiye ]	navigation
Set an alarm for my meeting at 3 : 00 PM	3 00 PM ko mere meeting ke liye alarm set kare	[IN:CREATE_ALARM Set an alarm for my meeting [SL:DATE_TIME at 3 : 00 PM ] ]	[IN:CREATE_ALARM [SL:DATE_TIME 3 00 PM ko ] mere meeting ke liye alarm set kare ]	alarm
Events happening in Gatlinburg , Tennessee around the second weekend in January	Gatlinburg , Tennessee January mei second weekend ke aas paas hone wale events	[IN:GET_EVENT Events happening in [SL:LOCATION Gatlinburg , Tennessee ] [SL:DATE_TIME around the second weekend in January ] ]	[IN:GET_EVENT [SL:LOCATION Gatlinburg , Tennessee ] [SL:DATE_TIME January mei second weekend ke aas paas ] hone wale events ]	event
Cancel my reminder for the vet on Thursday	Thursday par vet ke liye mere reminder ko cancel kardo	[IN:DELETE_REMINDER Cancel [SL:PERSON_REMINDED my ] reminder for [SL:TODO the vet ] [SL:DATE_TIME on Thursday ] ]	[IN:DELETE_REMINDER [SL:DATE_TIME Thursday par ] [SL:TODO vet ] ke liye [SL:PERSON_REMINDED mere ] reminder ko cancel kardo ]	reminder
Cancel all alarms	sabhi alarms cancel kardo	[IN:DELETE_ALARM Cancel [SL:AMOUNT all ] alarms ]	[IN:DELETE_ALARM [SL:AMOUNT sabhi ] alarms cancel kardo ]	alarm
is the rain affecting traffic now	kya traffic par abhi baarish ka asar horaha hai	[IN:GET_INFO_TRAFFIC is [SL:ROAD_CONDITION the rain ] affecting traffic [SL:DATE_TIME now ] ]	[IN:GET_INFO_TRAFFIC kya traffic par [SL:DATE_TIME abhi ] [SL:ROAD_CONDITION baarish ] ka asar horaha hai ]	navigation
Create alarm for bedtime at 10 tonight	bedtime ke liye aaj raat 10 baje ka alarm banaen	[IN:CREATE_ALARM Create alarm for [SL:ALARM_NAME bedtime ] [SL:DATE_TIME at 10 tonight ] ]	[IN:CREATE_ALARM [SL:ALARM_NAME bedtime ] ke liye [SL:DATE_TIME aaj raat 10 baje ] ka alarm banaen ]	alarm
Should I wear a sweater ?	kya mujhe sweater pehna chahiye	[IN:GET_WEATHER Should I wear a [SL:WEATHER_ATTRIBUTE sweater ] ? ]	[IN:GET_WEATHER kya mujhe [SL:WEATHER_ATTRIBUTE sweater ] pehna chahiye ]	weather
What are the alarm set ?	alarm set kya hai ?	[IN:GET_ALARM What are the alarm set ? ]	[IN:GET_ALARM alarm set kya hai ? ]	alarm
do I need an umbrella	kya mujhe umbrella chahiye	[IN:GET_WEATHER do I need an [SL:WEATHER_ATTRIBUTE umbrella ] ]	[IN:GET_WEATHER kya mujhe [SL:WEATHER_ATTRIBUTE umbrella ] chahiye ]	weather
Respond with voice message to Aaron	Aaron ko voice message se reply kare	[IN:SEND_MESSAGE Respond with [SL:TYPE_CONTENT voice ] message to [SL:RECIPIENT Aaron ] ]	[IN:SEND_MESSAGE [SL:RECIPIENT Aaron ] ko [SL:TYPE_CONTENT voice ] message se reply kare ]	messaging
Switch off	band karo	[IN:SILENCE_ALARM Switch off ]	[IN:SILENCE_ALARM band karo ]	alarm
how is traffic heading to the rio bravo field office on coors blvd	coors blvd par rio bravo field office jaate samay traffic kaisa hai	[IN:GET_INFO_TRAFFIC how is traffic heading to [SL:DESTINATION [IN:GET_LOCATION [SL:POINT_ON_MAP the rio bravo field office ] on [SL:LOCATION_MODIFIER coors blvd ] ] ] ]	[IN:GET_INFO_TRAFFIC [SL:DESTINATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER coors blvd ] par [SL:POINT_ON_MAP rio bravo field office ] ] ] jaate samay traffic kaisa hai ]	navigation
Is it going to rain this week ?	Is week me kya baarish hone wali hai ?	[IN:GET_WEATHER Is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME this week ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME Is week ] me kya [SL:WEATHER_ATTRIBUTE baarish ] hone wali hai ? ]	weather
remove the reminder about the appointment for the cellphone appointment	cellphone appointment ke appointment reminder ko remove kar de	[IN:DELETE_REMINDER remove the reminder about [SL:TODO the appointment for the cellphone appointment ] ]	[IN:DELETE_REMINDER [SL:TODO cellphone appointment ke appointment ] reminder ko remove kar de ]	reminder
can you display chats	kya aap chats dikha sakte hai	[IN:GET_MESSAGE can you display chats ]	[IN:GET_MESSAGE kya aap chats dikha sakte hai ]	messaging
Alarm gone	Alarm chala gaya	[IN:UNSUPPORTED_ALARM Alarm gone ]	[IN:UNSUPPORTED_ALARM Alarm chala gaya ]	alarm
Remind me to get those cookies Everett likes .	mujhe Everett ko jo cookies pasand hai usey laana yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO get those cookies Everett likes ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:TODO Everett ko jo cookies pasand hai usey laana ] yaad dilaye ]	reminder
Text I ' m on my way !	Text karo ki I ' m on my way !	[IN:SEND_MESSAGE Text [SL:CONTENT_EXACT I ' m on my way ] ! ]	[IN:SEND_MESSAGE Text karo ki [SL:CONTENT_EXACT I ' m on my way ] ! ]	messaging
Pause stopwatch	stopwatch pause kare	[IN:PAUSE_TIMER Pause [SL:METHOD_TIMER stopwatch ] ]	[IN:PAUSE_TIMER [SL:METHOD_TIMER stopwatch ] pause kare ]	timer
Remind me that I need to book flights in 3 weeks .	mujhe yaad dilayen ki 3 weeks me mujhe flights book karne ki zaroorat hai	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] that I need to [SL:TODO book flights ] [SL:DATE_TIME in 3 weeks ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] yaad dilayen ki [SL:DATE_TIME 3 weeks me ] mujhe [SL:TODO flights book karne ] ki zaroorat hai ]	reminder
events in Vegas this weekend	is weekend Vegas mei hone wale events	[IN:GET_EVENT events in [SL:LOCATION Vegas ] [SL:DATE_TIME this weekend ] ]	[IN:GET_EVENT [SL:DATE_TIME is weekend ] [SL:LOCATION Vegas ] mei hone wale events ]	event
Stop current timer	current timer rok de	[IN:PAUSE_TIMER Stop current [SL:METHOD_TIMER timer ] ]	[IN:PAUSE_TIMER current [SL:METHOD_TIMER timer ] rok de ]	timer
I want to listen some jazz music	mujhe kuch jazz music sunna hai	[IN:PLAY_MUSIC I want to listen some [SL:MUSIC_GENRE jazz ] [SL:MUSIC_TYPE music ] ]	[IN:PLAY_MUSIC mujhe kuch [SL:MUSIC_GENRE jazz ] [SL:MUSIC_TYPE music ] sunna hai ]	music
What is the forecast for tomorrow ?	kal ke liye kya forecast hai ?	[IN:GET_WEATHER What is the forecast [SL:DATE_TIME for tomorrow ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME kal ke liye ] kya forecast hai ? ]	weather
Cancel all alarms	saarey alarms cancel kardo	[IN:DELETE_ALARM Cancel [SL:AMOUNT all ] alarms ]	[IN:DELETE_ALARM [SL:AMOUNT saarey ] alarms cancel kardo ]	alarm
Stop the timer	timer ko stop kare	[IN:PAUSE_TIMER Stop the [SL:METHOD_TIMER timer ] ]	[IN:PAUSE_TIMER [SL:METHOD_TIMER timer ] ko stop kare ]	timer
What day was the hottest in Beijing in 2014	Beijing mein 2014 mei kis din sabse zada garmi hai	[IN:UNSUPPORTED_WEATHER What day was the [SL:WEATHER_ATTRIBUTE hottest ] in [SL:LOCATION Beijing ] in 2014 ]	[IN:UNSUPPORTED_WEATHER [SL:LOCATION Beijing ] mein 2014 mei kis din sabse zada [SL:WEATHER_ATTRIBUTE garmi ] hai ]	weather
delete the reminder about getting a price for tires on my lunch break	mere lunch break par tires ki keemat jaanne ke baare me reminder ko delete karen	[IN:DELETE_REMINDER delete the reminder about [SL:TODO getting a price for tires on my lunch break ] ]	[IN:DELETE_REMINDER [SL:TODO mere lunch break par tires ki keemat jaanne ] ke baare me reminder ko delete karen ]	reminder
start timer now	timer ko abhi shuru kare	[IN:CREATE_TIMER start [SL:METHOD_TIMER timer ] now ]	[IN:CREATE_TIMER [SL:METHOD_TIMER timer ] ko abhi shuru kare ]	timer
get up 6 : 15 alarm please	6 15 ko utne ke liye alarm please	[IN:CREATE_ALARM get up [SL:DATE_TIME 6 : 15 ] alarm please ]	[IN:CREATE_ALARM [SL:DATE_TIME 6 15 ] ko utne ke liye alarm please ]	alarm
Let me see the traffic right now	mujhe abhi traffic dekhne do	[IN:GET_INFO_TRAFFIC Let me see the traffic [SL:DATE_TIME right now ] ]	[IN:GET_INFO_TRAFFIC mujhe [SL:DATE_TIME abhi ] traffic dekhne do ]	navigation
Please remove all of my alarms for tomorrow	Please kal ke liye mere saare alarms hata den	[IN:DELETE_ALARM Please remove [SL:AMOUNT all ] of my alarms [SL:DATE_TIME for tomorrow ] ]	[IN:DELETE_ALARM Please [SL:DATE_TIME kal ke liye ] mere [SL:AMOUNT saare ] alarms hata den ]	alarm
Remind me to get my computer fixed when I return from vacation .	mujhe chuttiyon se lautne ke baad computer thik karane ke liye yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO get my computer fixed when I return from vacation ] . ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:TODO chuttiyon se lautne ke baad computer thik karane ke liye ] yaad dilaye ]	reminder
What is the traffic like today in London	London mei aj traffic kaisa hai	[IN:GET_INFO_TRAFFIC What is the traffic like [SL:DATE_TIME today ] in [SL:LOCATION London ] ]	[IN:GET_INFO_TRAFFIC [SL:LOCATION London ] mei [SL:DATE_TIME aj ] traffic kaisa hai ]	navigation
Please delete alarms set on Fridays .	Friday ke liye saarey set alarms delete kare	[IN:DELETE_ALARM Please delete alarms set [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME on Fridays ] ] ] . ]	[IN:DELETE_ALARM [SL:ALARM_NAME [IN:GET_TIME [SL:DATE_TIME Friday ke liye ] ] ] saarey set alarms delete kare ]	alarm
Set timer for 1 hour .	1 ghante ke liye timer ko set karen .	[IN:CREATE_TIMER Set [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 1 hour ] . ]	[IN:CREATE_TIMER [SL:DATE_TIME 1 ghante ke liye ] [SL:METHOD_TIMER timer ] ko set karen . ]	timer
Is it cold out today ?	kya aaj baahar thand hai ?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE cold ] [SL:LOCATION out ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME aaj ] [SL:LOCATION baahar ] [SL:WEATHER_ATTRIBUTE thand ] hai ? ]	weather
whats the percent chance of rain today ?	aj barish hone ke kitne percent chance hai ?	[IN:GET_WEATHER whats the percent chance of [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME aj ] [SL:WEATHER_ATTRIBUTE barish ] hone ke kitne percent chance hai ? ]	weather
Put all the reminders on Monday to Tuesday	Monday ke sabhi reminders ko Tuesday ke liye lagaen	[IN:UPDATE_REMINDER_DATE_TIME Put [SL:AMOUNT all ] the reminders [SL:DATE_TIME on Monday ] [SL:DATE_TIME_NEW to Tuesday ] ]	[IN:UPDATE_REMINDER_DATE_TIME [SL:DATE_TIME Monday ke ] [SL:AMOUNT sabhi ] reminders ko [SL:DATE_TIME_NEW Tuesday ke liye ] lagaen ]	reminder
Remind me the 7th to submit VPK	mujhe 7th ko VPK submit karne ke liye yaad dilaye	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME the 7th ] to [SL:TODO submit VPK ] ]	[IN:CREATE_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME 7th ko ] [SL:TODO VPK submit ] karne ke liye yaad dilaye ]	reminder
Set an alarm for 7 am tomorrow .	kal subah 7 bajhe ke liye ek alarm set kare	[IN:CREATE_ALARM Set an alarm [SL:DATE_TIME for 7 am tomorrow ] . ]	[IN:CREATE_ALARM [SL:DATE_TIME kal subah 7 bajhe ke liye ] ek alarm set kare ]	alarm
Tomorrow ' s weather high ?	kal ka mausam zyada hai ?	[IN:GET_WEATHER [SL:DATE_TIME Tomorrow ] ' s weather high ? ]	[IN:GET_WEATHER [SL:DATE_TIME kal ] ka mausam zyada hai ? ]	weather
Has the timer stopped ?	kya timer band hogaya hai ?	[IN:GET_TIMER Has the [SL:METHOD_TIMER timer ] stopped ? ]	[IN:GET_TIMER kya [SL:METHOD_TIMER timer ] band hogaya hai ? ]	timer
what is the temperature for Willingboro today ?	aj Willingboro ka temperature kya hai ?	[IN:GET_WEATHER what is the temperature for [SL:LOCATION Willingboro ] [SL:DATE_TIME today ] ? ]	[IN:GET_WEATHER [SL:DATE_TIME aj ] [SL:LOCATION Willingboro ] ka temperature kya hai ? ]	weather
WHAT WILL TRAFFIC BE LIKE AT 5PM FROM PHILADELPHIA TO NJ	PHILADELPHIA SE NJ TAK KA TRAFFIC 5 BAJHE KAISA HOGA	[IN:GET_INFO_TRAFFIC WHAT WILL TRAFFIC BE LIKE [SL:DATE_TIME AT 5PM ] FROM [SL:SOURCE PHILADELPHIA ] TO [SL:DESTINATION NJ ] ]	[IN:GET_INFO_TRAFFIC [SL:SOURCE PHILADELPHIA ] SE [SL:DESTINATION NJ ] TAK KA TRAFFIC [SL:DATE_TIME 5 BAJHE ] KAISA HOGA ]	navigation
Set a reminder for CBO ' s QB training webinar on the 7th and alert via email 2 hours before	7 taareekh ko CBO ' s QB training webinar ke liye reminder set karen aur 2 ghante pehle email dwara alert karen	[IN:CREATE_REMINDER Set a reminder for [SL:TODO [IN:GET_TODO [SL:TODO CBO ' s QB training webinar ] [SL:DATE_TIME on the 7th ] ] ] and alert via email [SL:DATE_TIME 2 hours before ] ]	[IN:CREATE_REMINDER [SL:TODO [IN:GET_TODO [SL:DATE_TIME 7 taareekh ko ] [SL:TODO CBO ' s QB training webinar ] ] ] ke liye reminder set karen aur [SL:DATE_TIME 2 ghante pehle ] email dwara alert karen ]	reminder
Set a reminder to reschedule my doctor ' s appointment	mere doctor ke appointment ko reschedule karne ke liye reminder set kare	[IN:CREATE_REMINDER Set a reminder to [SL:TODO reschedule my doctor ' s appointment ] ]	[IN:CREATE_REMINDER [SL:TODO mere doctor ke appointment ko reschedule ] karne ke liye reminder set kare ]	reminder
text Vivian , why not tonight ?	Vivian ko text kare ki aj raat kyu nae ?	[IN:SEND_MESSAGE text [SL:RECIPIENT Vivian ] , [SL:CONTENT_EXACT why not tonight ] ? ]	[IN:SEND_MESSAGE [SL:RECIPIENT Vivian ] ko text kare ki [SL:CONTENT_EXACT aj raat kyu nae ] ? ]	messaging
Play Lana Del Ray please	Lana Del Rey play kare please	[IN:PLAY_MUSIC Play [SL:MUSIC_ARTIST_NAME Lana Del Ray ] please ]	[IN:PLAY_MUSIC [SL:MUSIC_ARTIST_NAME Lana Del Rey ] play kare please ]	music
what time do the fireworks start on 4th of July	4th of July ko fireworks kis time par shuru honge	[IN:GET_EVENT what time do [SL:CATEGORY_EVENT the fireworks ] start [SL:DATE_TIME on 4th of July ] ]	[IN:GET_EVENT [SL:DATE_TIME 4th of July ko ] [SL:CATEGORY_EVENT fireworks ] kis time par shuru honge ]	event
Set up reminder to submit timesheet for the month every 1st day of the month . First remind , a day before . 2nd remind , 8 : 00 am . Continuous event .	month ke liye timesheet submit karne ke liye ek reminder set karen month ke har pehle din . Pehle yaad dilaayen , ek din pehle . Dusra yaad dilaayen 800 am ko . lagataar event .	[IN:CREATE_REMINDER Set up reminder to [SL:TODO [IN:GET_TODO [SL:TODO submit timesheet ] [SL:DATE_TIME for the month ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every 1st day ] [SL:DATE_TIME of the month ] ] ] ] ] . First remind , [SL:DATE_TIME a day before ] . 2nd remind , [SL:DATE_TIME 8 : 00 am ] . Continuous event . ]	[IN:CREATE_REMINDER [SL:TODO [IN:GET_TODO [SL:DATE_TIME month ke liye ] [SL:TODO timesheet submit ] karne ke liye ek reminder set karen [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:DATE_TIME month ke ] [SL:FREQUENCY har pehle din ] ] ] ] ] . Pehle yaad dilaayen , [SL:DATE_TIME ek din pehle ] . Dusra yaad dilaayen [SL:DATE_TIME 800 am ko ] . lagataar event . ]	reminder
is it going to rain tomorrow ?	kya kal barish hone wali hai ?	[IN:GET_WEATHER is it going to [SL:WEATHER_ATTRIBUTE rain ] [SL:DATE_TIME tomorrow ] ? ]	[IN:GET_WEATHER kya [SL:DATE_TIME kal ] [SL:WEATHER_ATTRIBUTE barish ] hone wali hai ? ]	weather
when will the temperature go below 75 ?	temperature 75 se neeche kab jaega ?	[IN:GET_WEATHER when will the temperature go below 75 ? ]	[IN:GET_WEATHER temperature 75 se neeche kab jaega ? ]	weather
Was there an accident this morning on Route 52 ?	Is subha Route 52 par kya koi accident hua tha ?	[IN:GET_INFO_TRAFFIC Was there an accident [SL:DATE_TIME this morning ] on [SL:LOCATION Route 52 ] ? ]	[IN:GET_INFO_TRAFFIC [SL:DATE_TIME Is subha ] [SL:LOCATION Route 52 ] par kya koi accident hua tha ? ]	navigation
add eye of the tiger to play list	play list me eye of the tiger ko add karen	[IN:ADD_TO_PLAYLIST_MUSIC add [SL:MUSIC_TRACK_TITLE eye of the tiger ] to [SL:MUSIC_TYPE play list ] ]	[IN:ADD_TO_PLAYLIST_MUSIC [SL:MUSIC_TYPE play list ] me [SL:MUSIC_TRACK_TITLE eye of the tiger ] ko add karen ]	music
Pause my workout timer	mere timer ko pause kare	[IN:PAUSE_TIMER Pause my workout [SL:METHOD_TIMER timer ] ]	[IN:PAUSE_TIMER mere [SL:METHOD_TIMER timer ] ko pause kare ]	timer
Delete the next 3 timers	agley 3 timers delete kare	[IN:DELETE_TIMER Delete the [SL:ORDINAL next ] 3 timers ]	[IN:DELETE_TIMER [SL:ORDINAL agley ] 3 timers delete kare ]	timer
Show me all reminders for the day	mujhe din ke sabhi reminders dikhao	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Show ] [SL:PERSON_REMINDED me ] [SL:AMOUNT all ] reminders [SL:DATE_TIME for the day ] ]	[IN:GET_REMINDER [SL:PERSON_REMINDED mujhe ] [SL:DATE_TIME din ke ] [SL:AMOUNT sabhi ] reminders [SL:METHOD_RETRIEVAL_REMINDER dikhao ] ]	reminder
I want to set a timer for 40 minutes	mai 40 minutes ke liye ek timer set karna chahta hu	[IN:CREATE_TIMER I want to set a [SL:METHOD_TIMER timer ] [SL:DATE_TIME for 40 minutes ] ]	[IN:CREATE_TIMER mai [SL:DATE_TIME 40 minutes ke liye ] ek [SL:METHOD_TIMER timer ] set karna chahta hu ]	timer
Show me my alarms .	mujhe mere alarms dikhao .	[IN:GET_ALARM Show me my alarms . ]	[IN:GET_ALARM mujhe mere alarms dikhao . ]	alarm
Is there a car accident up ahead	kya aage koi car accident hai	[IN:GET_INFO_TRAFFIC Is there a car accident [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER up ahead ] ] ] ]	[IN:GET_INFO_TRAFFIC kya [SL:LOCATION [IN:GET_LOCATION [SL:LOCATION_MODIFIER aage ] ] ] koi car accident hai ]	navigation
